,fullname,team,birthdate,country,height,weight,rider_url,pps,rdr
553,MADRAZO Ángel,Burgos-BH,1988-07-30,Spain,1.71,60.0,https://www.procyclingstats.com/rider/angel-madrazo,"{'One day races': '901', 'GC': '526', 'Time trial': '91', 'Sprint': '322', 'Climber': '619'}","{'PCS Ranking': '447', 'UCI World Ranking': '557'}"
554,BOL Jetse,Burgos-BH,1989-09-08,Netherlands,1.84,71.0,https://www.procyclingstats.com/rider/jetse-bol,"{'One day races': '365', 'GC': '467', 'Time trial': '145', 'Sprint': '804', 'Climber': '302'}","{'PCS Ranking': '554', 'UCI World Ranking': '904'}"
555,VILELA Ricardo,W52 / FC Porto ,1987-12-18,Portugal,1.7,59.0,https://www.procyclingstats.com/rider/ricardo-vilela,"{'One day races': '56', 'GC': '473', 'Time trial': '385', 'Sprint': '149', 'Climber': '208'}","{'PCS Ranking': '1487', 'UCI World Ranking': '1969'}"
556,RUBIO Diego,Burgos-BH,1991-06-13,Spain,1.93,81.0,https://www.procyclingstats.com/rider/diego-rubio,"{'One day races': '149', 'GC': '341', 'Time trial': '27', 'Sprint': '250', 'Climber': '65'}","{'PCS Ranking': '440', 'UCI World Ranking': '542'}"
557,EZQUERRA Jesús,Burgos-BH,1990-11-30,Spain,1.85,69.0,https://www.procyclingstats.com/rider/jesus-ezquerra-muela,"{'One day races': '121', 'GC': '105', 'Time trial': '110', 'Sprint': '234', 'Climber': '77'}","{'PCS Ranking': '641', 'UCI World Ranking': '773'}"
558,NEVES FERNANDES José Carlos Prates,W52 / FC Porto ,1995-10-30,Portugal,1.75,61.0,https://www.procyclingstats.com/rider/jose-fernandes,"{'One day races': '15', 'GC': '198', 'Time trial': '210', 'Sprint': '16', 'Climber': '84'}","{'PCS Ranking': '549', 'UCI World Ranking': '328'}"
559,CABEDO Óscar,Burgos-BH,1994-11-12,Spain,1.74,53.0,https://www.procyclingstats.com/rider/oscar-cabedo,"{'One day races': '0', 'GC': '176', 'Time trial': '0', 'Sprint': '1', 'Climber': '95'}","{'PCS Ranking': '513', 'UCI World Ranking': '1018'}"
560,LÓPEZ Daniel,noteam,1994-01-21,Spain,0.0,0.0,https://www.procyclingstats.com/rider/daniel-lopez,"{'One day races': '73', 'GC': '6', 'Time trial': '0', 'Sprint': '421', 'Climber': '1'}",{}
561,PEÑALVER Manuel,Burgos-BH,1998-12-10,Spain,1.77,70.0,https://www.procyclingstats.com/rider/manuel-penalver,"{'One day races': '84', 'GC': '0', 'Time trial': '0', 'Sprint': '433', 'Climber': '31'}","{'PCS Ranking': '573', 'UCI World Ranking': '574'}"
562,GIBSON Matthew,Ribble Weldtite Pro Cycling,1996-09-02,Great Britain,1.83,76.0,https://www.procyclingstats.com/rider/matthew-gibson,"{'One day races': '7', 'GC': '44', 'Time trial': '56', 'Sprint': '368', 'Climber': '22'}","{'PCS Ranking': '931', 'UCI World Ranking': '1569'}"
563,BICO Nuno,noteam,1994-07-03,Portugal,1.81,64.0,https://www.procyclingstats.com/rider/nuno-bico,"{'One day races': '50', 'GC': '52', 'Time trial': '0', 'Sprint': '13', 'Climber': '2'}",{}
564,CUBERO Jorge,noteam,1992-11-06,Spain,1.81,65.0,https://www.procyclingstats.com/rider/jorge-cubero,"{'One day races': '4', 'GC': '48', 'Time trial': '2', 'Sprint': '3', 'Climber': '0'}",{}
565,FUENTES Ángel,Burgos-BH,1996-11-05,Spain,1.9,78.0,https://www.procyclingstats.com/rider/paniego-fuentes,"{'One day races': '44', 'GC': '7', 'Time trial': '27', 'Sprint': '12', 'Climber': '6'}","{'PCS Ranking': '807', 'UCI World Ranking': '859'}"
566,SUREDA Jaume,noteam,1996-07-25,Spain,1.8,70.0,https://www.procyclingstats.com/rider/jaume-sureda,"{'One day races': '7', 'GC': '31', 'Time trial': '0', 'Sprint': '148', 'Climber': '4'}",{}
567,SESSLER Nícolas,Global 6 Cycling,1994-04-29,Brazil,1.69,56.0,https://www.procyclingstats.com/rider/nicolas-sessler,"{'One day races': '9', 'GC': '14', 'Time trial': '0', 'Sprint': '6', 'Climber': '2'}",{'UCI World Ranking': '3035'}
568,MITRI James,Global 6 Cycling,1999-02-28,New Zealand,1.78,60.0,https://www.procyclingstats.com/rider/james-mitri,"{'One day races': '2', 'GC': '11', 'Time trial': '0', 'Sprint': '0', 'Climber': '0'}",{'UCI World Ranking': '2406'}
569,LANGELLOTTI Victor,Burgos-BH,1995-06-07,Monaco,1.77,65.0,https://www.procyclingstats.com/rider/victor-langellotti,"{'One day races': '9', 'GC': '3', 'Time trial': '20', 'Sprint': '0', 'Climber': '2'}","{'PCS Ranking': '1418', 'UCI World Ranking': '2118'}"
570,ROBREDO Álvaro,noteam,1993-04-03,Spain,0.0,0.0,https://www.procyclingstats.com/rider/alvaro-robredo,"{'One day races': '0', 'GC': '3', 'Time trial': '0', 'Sprint': '3', 'Climber': '0'}",{}
571,PARDILLA Sergio,noteam,1984-01-16,Spain,1.7,65.0,https://www.procyclingstats.com/rider/sergio-pardilla,"{'One day races': '353', 'GC': '2384', 'Time trial': '177', 'Sprint': '340', 'Climber': '1534'}",{'Specials | All Time Ranking': '1537'}
572,CHERNETSKI Sergei,Gazprom - RusVelo,1990-04-09,Russia,1.76,63.0,https://www.procyclingstats.com/rider/sergei-chernetski,"{'One day races': '786', 'GC': '1383', 'Time trial': '389', 'Sprint': '706', 'Climber': '695'}","{'PCS Ranking': '464', 'UCI World Ranking': '498', 'Specials | All Time Ranking': '1588'}"
573,ABERASTURI Jon,Caja Rural - Seguros RGA,1989-03-28,Spain,1.73,69.0,https://www.procyclingstats.com/rider/jon-aberasturi,"{'One day races': '582', 'GC': '192', 'Time trial': '157', 'Sprint': '2804', 'Climber': '276'}","{'PCS Ranking': '138', 'UCI World Ranking': '202', 'Specials | All Time Ranking': '1626'}"
574,ARANBURU Alex,Astana - Premier Tech,1995-09-19,Spain,1.78,63.0,https://www.procyclingstats.com/rider/alex-aranburu,"{'One day races': '737', 'GC': '297', 'Time trial': '190', 'Sprint': '570', 'Climber': '1077'}","{'PCS Ranking': '71', 'UCI World Ranking': '89'}"
575,LASTRA Jonathan,Caja Rural - Seguros RGA,1993-06-03,Spain,1.72,64.0,https://www.procyclingstats.com/rider/jonathan-lastra,"{'One day races': '278', 'GC': '488', 'Time trial': '1', 'Sprint': '225', 'Climber': '544'}","{'PCS Ranking': '158', 'UCI World Ranking': '154'}"
576,SERRANO Gonzalo,Movistar Team,1994-08-17,Spain,1.77,65.0,https://www.procyclingstats.com/rider/gonzalo-serrano,"{'One day races': '313', 'GC': '219', 'Time trial': '14', 'Sprint': '278', 'Climber': '432'}","{'PCS Ranking': '123', 'UCI World Ranking': '132'}"
577,RODRÍGUEZ Cristián,Team TotalEnergies,1995-03-03,Spain,1.77,56.0,https://www.procyclingstats.com/rider/cristian-rodriguez,"{'One day races': '105', 'GC': '401', 'Time trial': '36', 'Sprint': '31', 'Climber': '226'}","{'PCS Ranking': '223', 'UCI World Ranking': '216'}"
578,MALUCELLI Matteo,Androni Giocattoli - Sidermec,1993-10-20,Italy,1.71,68.0,https://www.procyclingstats.com/rider/matteo-malucelli,"{'One day races': '50', 'GC': '22', 'Time trial': '36', 'Sprint': '1490', 'Climber': '22'}","{'PCS Ranking': '667', 'UCI World Ranking': '1167'}"
579,BANASZEK Alan,HRE Mazowsze Serce Polski,1997-10-30,Poland,1.81,75.0,https://www.procyclingstats.com/rider/alan-banaszek,"{'One day races': '261', 'GC': '61', 'Time trial': '37', 'Sprint': '960', 'Climber': '16'}","{'PCS Ranking': '340', 'UCI World Ranking': '182'}"
580,AMEZQUETA Julen,Caja Rural - Seguros RGA,1993-08-12,Spain,1.74,63.0,https://www.procyclingstats.com/rider/julen-amezqueta,"{'One day races': '82', 'GC': '291', 'Time trial': '1', 'Sprint': '43', 'Climber': '216'}","{'PCS Ranking': '257', 'UCI World Ranking': '233'}"
581,SOTO Nelson Andrés,noteam,1994-06-19,Colombia,1.78,66.0,https://www.procyclingstats.com/rider/nelson-soto,"{'One day races': '230', 'GC': '23', 'Time trial': '2', 'Sprint': '434', 'Climber': '12'}","{'PCS Ranking': '466', 'UCI World Ranking': '247'}"
582,MOREIRA Mauricio,Efapel,1995-07-18,Uruguay,1.89,76.0,https://www.procyclingstats.com/rider/mauricio-moreira,"{'One day races': '57', 'GC': '179', 'Time trial': '186', 'Sprint': '50', 'Climber': '76'}","{'PCS Ranking': '251', 'UCI World Ranking': '273'}"
583,CEPEDA Jefferson Alveiro,Caja Rural - Seguros RGA,1996-03-02,Ecuador,1.7,61.0,https://www.procyclingstats.com/rider/jefferson-cepeda-hernandez,"{'One day races': '140', 'GC': '107', 'Time trial': '74', 'Sprint': '194', 'Climber': '77'}","{'PCS Ranking': '671', 'UCI World Ranking': '1282'}"
584,GONÇALVES Domingos,noteam,1989-02-13,Portugal,1.84,70.0,https://www.procyclingstats.com/rider/domingos-goncalves,"{'One day races': '86', 'GC': '40', 'Time trial': '167', 'Sprint': '194', 'Climber': '54'}",{}
585,MOLINA Antonio,noteam,1991-01-04,Spain,1.69,57.0,https://www.procyclingstats.com/rider/antonio-molina,"{'One day races': '11', 'GC': '145', 'Time trial': '12', 'Sprint': '15', 'Climber': '46'}",{}
586,CAÑELLAS Xavier,Gios,1997-03-16,Spain,1.75,66.0,https://www.procyclingstats.com/rider/sanchez-canellas,"{'One day races': '79', 'GC': '21', 'Time trial': '1', 'Sprint': '103', 'Climber': '0'}","{'PCS Ranking': '1132', 'UCI World Ranking': '1382'}"
587,CUADROS Álvaro,Caja Rural - Seguros RGA,1995-04-12,Spain,1.79,67.0,https://www.procyclingstats.com/rider/alvaro-cuadros,"{'One day races': '25', 'GC': '45', 'Time trial': '6', 'Sprint': '41', 'Climber': '58'}","{'PCS Ranking': '919', 'UCI World Ranking': '2167'}"
588,IRISARRI Jon,Caja Rural - Seguros RGA,1995-11-09,Spain,1.75,66.0,https://www.procyclingstats.com/rider/jon-irisarri,"{'One day races': '29', 'GC': '35', 'Time trial': '0', 'Sprint': '28', 'Climber': '6'}",{'UCI World Ranking': '3015'}
589,LAZKANO Oier,Caja Rural - Seguros RGA,1999-11-07,Spain,1.89,74.0,https://www.procyclingstats.com/rider/oier-lazkano,"{'One day races': '5', 'GC': '34', 'Time trial': '11', 'Sprint': '32', 'Climber': '33'}","{'PCS Ranking': '958', 'UCI World Ranking': '1942'}"
590,GONZÁLEZ David,Caja Rural - Seguros RGA,1996-02-21,Spain,1.79,68.0,https://www.procyclingstats.com/rider/david-gonzalez-lopez,"{'One day races': '15', 'GC': '5', 'Time trial': '0', 'Sprint': '154', 'Climber': '38'}","{'PCS Ranking': '976', 'UCI World Ranking': '1223'}"
591,MORA Sebastián,Movistar Team,1988-02-19,Spain,1.81,70.0,https://www.procyclingstats.com/rider/sebastian-mora-vedri,"{'One day races': '13', 'GC': '8', 'Time trial': '55', 'Sprint': '111', 'Climber': '9'}","{'PCS Ranking': '1409', 'UCI World Ranking': '2570'}"
592,NICOLAU Joel,Caja Rural - Seguros RGA,1997-12-23,Spain,1.76,66.0,https://www.procyclingstats.com/rider/joel-nicolau,"{'One day races': '5', 'GC': '21', 'Time trial': '2', 'Sprint': '2', 'Climber': '35'}","{'PCS Ranking': '977', 'UCI World Ranking': '1093'}"
593,MARTÍN Sergio Roman,Caja Rural - Seguros RGA,1996-12-13,Spain,1.82,69.0,https://www.procyclingstats.com/rider/sergio-martin,"{'One day races': '5', 'GC': '20', 'Time trial': '3', 'Sprint': '20', 'Climber': '34'}","{'PCS Ranking': '955', 'UCI World Ranking': '1187'}"
594,PASCUAL Eusebio,Bahrain Cycling Academy,1995-05-18,Spain,1.82,66.0,https://www.procyclingstats.com/rider/eusebio-pascual,"{'One day races': '0', 'GC': '2', 'Time trial': '0', 'Sprint': '4', 'Climber': '6'}","{'PCS Ranking': '1953', 'UCI World Ranking': '2639'}"
595,BOUHANNI Nacer,Team Arkéa Samsic,1990-07-25,France,1.75,65.0,https://www.procyclingstats.com/rider/nacer-bouhanni,"{'One day races': '4120', 'GC': '462', 'Time trial': '51', 'Sprint': '9337', 'Climber': '644'}","{'PCS Ranking': '94', 'UCI World Ranking': '127', 'Specials | All Time Ranking': '139'}"
596,SIMON Julien,Team TotalEnergies,1985-10-04,France,1.76,65.0,https://www.procyclingstats.com/rider/julien-simon,"{'One day races': '2852', 'GC': '1071', 'Time trial': '190', 'Sprint': '2146', 'Climber': '1480'}","{'PCS Ranking': '218', 'UCI World Ranking': '180', 'Specials | All Time Ranking': '799'}"
597,HERRADA Jesús,"Cofidis, Solutions Crédits",1990-07-26,Spain,1.83,70.0,https://www.procyclingstats.com/rider/jesus-herrada-lopez,"{'One day races': '1334', 'GC': '1857', 'Time trial': '766', 'Sprint': '606', 'Climber': '1922'}","{'PCS Ranking': '92', 'UCI World Ranking': '98', 'Specials | All Time Ranking': '827'}"
598,LAPORTE Christophe,"Cofidis, Solutions Crédits",1992-12-11,France,1.89,76.0,https://www.procyclingstats.com/rider/christophe-laporte,"{'One day races': '1669', 'GC': '580', 'Time trial': '741', 'Sprint': '2548', 'Climber': '421'}","{'PCS Ranking': '27', 'UCI World Ranking': '41', 'Specials | All Time Ranking': '756'}"
599,ATAPUMA Darwin,noteam,1988-01-15,Colombia,1.68,59.0,https://www.procyclingstats.com/rider/darwin-atapuma,"{'One day races': '179', 'GC': '1387', 'Time trial': '28', 'Sprint': '173', 'Climber': '1510'}","{'PCS Ranking': '1414', 'UCI World Ranking': '858'}"
600,EDET Nicolas,"Cofidis, Solutions Crédits",1987-12-02,France,1.76,60.0,https://www.procyclingstats.com/rider/nicolas-edet,"{'One day races': '439', 'GC': '1401', 'Time trial': '74', 'Sprint': '662', 'Climber': '1096'}","{'PCS Ranking': '665', 'UCI World Ranking': '1314'}"
601,HOFSTETTER Hugo,Israel Start-Up Nation,1994-02-13,France,1.7,65.0,https://www.procyclingstats.com/rider/hugo-hofstetter,"{'One day races': '1761', 'GC': '45', 'Time trial': '0', 'Sprint': '1703', 'Climber': '153'}","{'PCS Ranking': '108', 'UCI World Ranking': '82', 'Specials | All Time Ranking': '1969'}"
602,HERRADA José,"Cofidis, Solutions Crédits",1985-10-01,Spain,1.75,65.0,https://www.procyclingstats.com/rider/jose-herrada,"{'One day races': '563', 'GC': '1052', 'Time trial': '325', 'Sprint': '318', 'Climber': '834'}","{'PCS Ranking': '747', 'UCI World Ranking': '1090'}"
603,CLAEYS Dimitri,Team Qhubeka NextHash,1987-06-18,Belgium,1.89,77.0,https://www.procyclingstats.com/rider/dimitri-claeys,"{'One day races': '1283', 'GC': '489', 'Time trial': '121', 'Sprint': '1165', 'Climber': '318'}","{'PCS Ranking': '267', 'UCI World Ranking': '285', 'Specials | All Time Ranking': '1785'}"
604,LEMOINE Cyril,B&B Hotels p/b KTM,1983-03-03,France,1.82,73.0,https://www.procyclingstats.com/rider/cyril-lemoine,"{'One day races': '700', 'GC': '828', 'Time trial': '956', 'Sprint': '1058', 'Climber': '58'}","{'PCS Ranking': '603', 'UCI World Ranking': '694'}"
605,MATÉ Luis Ángel,Euskaltel - Euskadi,1984-03-23,Spain,1.78,68.0,https://www.procyclingstats.com/rider/luis-angel-mate,"{'One day races': '503', 'GC': '1026', 'Time trial': '5', 'Sprint': '397', 'Climber': '846'}","{'PCS Ranking': '441', 'UCI World Ranking': '524'}"
606,BERHANE Natnael,"Cofidis, Solutions Crédits",1991-01-05,Eritrea,1.82,66.0,https://www.procyclingstats.com/rider/natnael-berhane,"{'One day races': '478', 'GC': '815', 'Time trial': '201', 'Sprint': '393', 'Climber': '441'}","{'PCS Ranking': '1081', 'UCI World Ranking': '3065', 'Specials | All Time Ranking': '1667'}"
607,PÉRICHON Pierre-Luc,"Cofidis, Solutions Crédits",1987-01-04,France,1.82,69.0,https://www.procyclingstats.com/rider/pierre-luc-perichon,"{'One day races': '665', 'GC': '598', 'Time trial': '189', 'Sprint': '559', 'Climber': '364'}","{'PCS Ranking': '192', 'UCI World Ranking': '215'}"
608,HANSEN Jesper,Riwal Cycling Team,1990-10-23,Denmark,1.72,60.0,https://www.procyclingstats.com/rider/jesper-hansen-1,"{'One day races': '65', 'GC': '1169', 'Time trial': '8', 'Sprint': '168', 'Climber': '455'}","{'PCS Ranking': '1812', 'UCI World Ranking': '2062'}"
609,VAN LERBERGHE Bert,Deceuninck - Quick Step,1992-09-29,Belgium,1.9,85.0,https://www.procyclingstats.com/rider/bert-van-lerberghe,"{'One day races': '961', 'GC': '78', 'Time trial': '48', 'Sprint': '1272', 'Climber': '2'}","{'PCS Ranking': '378', 'UCI World Ranking': '390'}"
610,ROSSETTO Stéphane,St Michel - Auber93,1987-04-06,France,1.8,68.0,https://www.procyclingstats.com/rider/stephane-rossetto,"{'One day races': '160', 'GC': '668', 'Time trial': '504', 'Sprint': '232', 'Climber': '408'}","{'PCS Ranking': '1082', 'UCI World Ranking': '1397'}"
611,VANBILSEN Kenneth,"Cofidis, Solutions Crédits",1990-06-01,Belgium,1.84,73.0,https://www.procyclingstats.com/rider/kenneth-van-bilsen,"{'One day races': '746', 'GC': '173', 'Time trial': '3', 'Sprint': '984', 'Climber': '58'}",{'PCS Ranking': '1125'}
612,WAEYTENS Zico,noteam,1991-09-29,Belgium,1.8,67.0,https://www.procyclingstats.com/rider/zico-waeytens,"{'One day races': '437', 'GC': '259', 'Time trial': '12', 'Sprint': '767', 'Climber': '37'}",{}
613,PEREZ Anthony,"Cofidis, Solutions Crédits",1991-04-22,France,1.9,70.0,https://www.procyclingstats.com/rider/anthony-perez,"{'One day races': '178', 'GC': '361', 'Time trial': '204', 'Sprint': '236', 'Climber': '311'}","{'PCS Ranking': '358', 'UCI World Ranking': '428'}"
614,TOUZÉ Damien,AG2R Citroën Team,1996-07-07,France,1.74,69.0,https://www.procyclingstats.com/rider/damien-touze,"{'One day races': '528', 'GC': '111', 'Time trial': '17', 'Sprint': '640', 'Climber': '100'}","{'PCS Ranking': '433', 'UCI World Ranking': '421'}"
615,SOUPE Geoffrey,Team TotalEnergies,1988-03-22,France,1.77,70.0,https://www.procyclingstats.com/rider/geoffrey-soupe,"{'One day races': '187', 'GC': '275', 'Time trial': '150', 'Sprint': '524', 'Climber': '139'}","{'PCS Ranking': '1339', 'UCI World Ranking': '2023'}"
616,FORTIN Filippo,Team Vorarlberg,1989-02-01,Italy,1.83,78.0,https://www.procyclingstats.com/rider/filippo-fortin,"{'One day races': '283', 'GC': '23', 'Time trial': '79', 'Sprint': '1678', 'Climber': '24'}","{'PCS Ranking': '1069', 'UCI World Ranking': '885'}"
617,LAFAY Victor,"Cofidis, Solutions Crédits",1996-01-17,France,1.77,65.0,https://www.procyclingstats.com/rider/victor-lafay,"{'One day races': '54', 'GC': '211', 'Time trial': '13', 'Sprint': '36', 'Climber': '228'}","{'PCS Ranking': '179', 'UCI World Ranking': '159'}"
618,LE TURNIER Mathias,DELKO,1995-03-14,France,1.8,65.0,https://www.procyclingstats.com/rider/mathias-le-turnier,"{'One day races': '28', 'GC': '176', 'Time trial': '6', 'Sprint': '54', 'Climber': '90'}",{'UCI World Ranking': '3501'}
619,MORIN Emmanuel,"Cofidis, Solutions Crédits",1995-03-13,France,1.78,72.0,https://www.procyclingstats.com/rider/emmanuel-morin,"{'One day races': '91', 'GC': '70', 'Time trial': '0', 'Sprint': '215', 'Climber': '12'}","{'PCS Ranking': '589', 'UCI World Ranking': '621'}"
620,CHETOUT Loïc,noteam,1992-09-23,France,1.78,70.0,https://www.procyclingstats.com/rider/loic-chetout,"{'One day races': '127', 'GC': '49', 'Time trial': '0', 'Sprint': '218', 'Climber': '36'}",{}
621,VIVIANI Attilio,"Cofidis, Solutions Crédits",1996-10-18,Italy,1.74,69.0,https://www.procyclingstats.com/rider/attilio-viviani,"{'One day races': '92', 'GC': '54', 'Time trial': '0', 'Sprint': '297', 'Climber': '6'}","{'PCS Ranking': '736', 'UCI World Ranking': '2056'}"
622,LEYDER Pit,noteam,1997-01-11,Luxembourg,1.75,69.0,https://www.procyclingstats.com/rider/pit-leyder,"{'One day races': '17', 'GC': '125', 'Time trial': '11', 'Sprint': '73', 'Climber': '49'}",{}
623,MATHIS Marco,noteam,1994-04-07,Germany,1.86,71.0,https://www.procyclingstats.com/rider/marco-mathis,"{'One day races': '55', 'GC': '50', 'Time trial': '174', 'Sprint': '71', 'Climber': '2'}",{}
624,FINÉ Eddy,"Cofidis, Solutions Crédits",1997-11-20,France,1.8,70.0,https://www.procyclingstats.com/rider/eddy-fine,"{'One day races': '18', 'GC': '28', 'Time trial': '0', 'Sprint': '70', 'Climber': '2'}","{'PCS Ranking': '827', 'UCI World Ranking': '2067'}"
625,BOUHANNI Rayane,noteam,1996-02-24,France,1.84,70.0,https://www.procyclingstats.com/rider/rayane-bouhanni,"{'One day races': '5', 'GC': '315', 'Time trial': '0', 'Sprint': '28', 'Climber': '0'}",{}
626,VAN DER POEL Mathieu,Alpecin-Fenix,1995-01-19,Netherlands,1.84,75.0,https://www.procyclingstats.com/rider/mathieu-van-der-poel,"{'One day races': '3075', 'GC': '784', 'Time trial': '454', 'Sprint': '1958', 'Climber': '1264'}","{'PCS Ranking': '9', 'UCI World Ranking': '7', 'Specials | All Time Ranking': '246'}"
627,DEVOLDER Stijn,noteam,1979-08-29,Belgium,1.82,72.0,https://www.procyclingstats.com/rider/stijn-devolder,"{'One day races': '1697', 'GC': '1866', 'Time trial': '2450', 'Sprint': '936', 'Climber': '497'}",{'Specials | All Time Ranking': '609'}
628,MERLIER Tim,Alpecin-Fenix,1992-10-30,Belgium,1.85,74.0,https://www.procyclingstats.com/rider/tim-merlier,"{'One day races': '1753', 'GC': '28', 'Time trial': '3', 'Sprint': '2308', 'Climber': '0'}","{'PCS Ranking': '20', 'UCI World Ranking': '19', 'Specials | All Time Ranking': '717'}"
